date,title,content,position,loss_ratio
2023-03-01,['【金融街发布】财政部：财政宏观调控有力有效 促进稳定宏观经济大盘'],['合理安排地方政府专项债券规模，适当扩大投向领域和用作资本金范围，持续形成投资拉动力。'],38.0,0.0024141135952117
2023-11-17,"['【金融街发布】证监会：强化对风险的预研预判和处置 加强对重点领域风险防范化解', '【金融街发布】证监会：用好定向可转债等多元化支付工具 推动上市公司重组提质增效', '【金融街发布】证监会就《衍生品交易监督管理办法（二次征求意见稿）》公开征求意见', '三部门：积极服务保障性住房等“三大工程”建设 加快房地产金融供给侧改革']","['连日来，证监会系统深入学习宣传贯彻中央金融工作会议精神，紧紧围绕强监管、防风险这一首要职责，在落实“四早”要求、强化“五大监管”中不断提升履职担责的意识和能力，坚决做到守土有责、守土尽责。', '作为重组支付工具，定向可转债由交易对方以资产认购，兼具“股性”和“债性”，能够为交易双方提供更为灵活的博弈机制，有利于提高重组市场活...', '修改完善后的办法共八章，50条，主要对衍生品交易和结算、禁止的交易行为、交易者、衍生品经营机构、衍生品交易场所、衍生品结算机构、衍生品交易报告库、衍生品行业协会等进行了规范。', '11月17日，中国人民银行、金融监管总局、中国证监会联合召开金融机构座谈会，研究近期房地产金融、信贷投放、融资平台债务风险化解等重点工作。']",41.0,0.0024254721722805
2023-08-01,['【金融街发布】中国人民银行、国家外汇管理局：继续精准有力实施稳健的货币政策 支持房地产市场平稳健康发展'],['会议要求，下半年人民银行、国家外汇管理局系统要深刻领会中央关于经济形势的科学判断，进一步统一思想、坚定信心，切实抓好党中央、国务院...'],47.0,0.002466262385358
2023-09-18,['【金融街发布】中国人民银行、国家外汇管理局召开外资金融机构与外资企业座谈会'],['下一步，将认真贯彻《国务院关于进一步优化外商投资环境 加大吸引外商投资力度的意见》要求，持续优化政策安排，营造市场化、法治化、国际化...'],48.0,0.0024684943780852
2023-01-10,"['【金融街发布】人民银行银保监会联合召开主要银行信贷工作座谈会', '【金融街发布】人民银行：12月末M2余额266.43万亿元 同比增长11.8%', '【金融街发布】发改委规范中长期外债管理 要求企业未经审核登记不得借用外债']","['保持对实体经济的信贷支持力度，加大金融对国内需求和供给体系的支持，做好对基建投资、小微企业、科技创新、制造业、绿色发展等重点领域的...', '12月末，广义货币(M2)余额266.43万亿元，同比增长11.8%，增速比上月末低0.6个百分点，比上年同期高2.8个百分点。2022年全年人民币贷款增加2...', '企业应当加强外债风险管理，结合实际需要合理控制外债规模，优化外债结构。密切关注宏观经济形势和金融市场运行、国际收支状况等，强化外债风险意识，制定风险防控预案。']",54.0,0.002494464125568
2023-02-10,"['【金融街发布】外汇局：2022年我国国际收支基本平衡 货物贸易顺差及进出口规模均创历史新高', '【金融街发布】证监会：2022年办理内幕交易案件170件 同比下降15%', '【金融街发布】证监会同意“基金E账户”APP公开试运行', '【金融街发布】中国证监会召开2023年债券监管工作会议 强调保护投资者合法权益', '【金融街发布】证监会发布《证券公司场外业务资金服务接口》等4项金融行业标准', '【金融街发布】人民银行：1月社会融资规模增量为5.98万亿元', '【金融街发布】人民银行：1月末社会融资规模存量为350.93万亿元', '【金融街发布】人民银行：1月M2货币供应同比增长12.6%']","['国家外汇管理局副局长、新闻发言人王春英表示，2022年我国国际收支状况主要呈现三方面特点，包括：货物贸易顺差及进出口规模均创历史新高；...', '2022年，证监会稽查部门办理案件603件，其中重大案件136件，向公安机关移送涉嫌犯罪案件和通报线索123件，案件查实率达到90%。具体看，2022...', '近日，证监会同意中国结算启动公募基金账户份额信息统一查询平台暨“基金E账户”公开试运行。“基金E账户”APP已在各大手机应用商店上架，试...', '据证监会网站消息，中国证监会召开2023年债券监管工作会议。会议强调，要全面深化债市功能发挥，突出服务稳增长和实体经济发展，助力提高直...', '证监会发布《证券公司场外业务资金服务接口》《证券期货业机构内部接口 账户管理》《证券期货业机构内部接口 资讯数据》《证券期货业信息系统...', '初步统计，2023年1月社会融资规模增量为5.98万亿元，比上年同期少1959亿元。', '初步统计，2023年1月末社会融资规模存量为350.93万亿元，同比增长9.4%。', '1月末，广义货币(M2)余额273.81万亿元，同比增长12.6%，增速分别比上月末和上年同期高0.8个和2.8个百分点。']",60.0,0.002520952370733
2023-01-05,"['【金融街发布】第五批支付牌照续展情况公示：12家获续展 2家被中止', '【金融街发布】人民银行、银保监会建立首套住房贷款利率政策动态调整机制', '【财经分析】外汇局：深化外汇领域改革开放 强化外汇市场监测分析', '【金融街发布】银保监会：浙商财险、安诚财险、人保寿险、友邦人寿等4家保险公司存在偿付能力数据不真实问题', '央行多方面发力推动经济运行整体好转']","['人民银行1月5日发布的非银行支付机构《支付业务许可证》续展公示信息（2023年1月第五批）显示，18家进入本轮续展考核的支付机构中，有12家得以续展，2家被中止续展，4家不再续展。', '人民银行、银保监会发布通知，决定建立首套住房贷款利率政策动态调整机制。对于评估期内新建商品住宅销售价格环比和同比连续3个月均下降的城市，阶段性放宽首套住房商业性个人住房贷款利率下限。', '据专家分析，外汇市场在2023年大概率稳定运行，2023年我国外汇储备规模大概率高于2022年。', '银保监会财务会计部（偿付能力监管部）发布关于四家保险公司偿付能力数据不真实问题的通报，通报了2022年偿付能力真实性检查中发现浙商财险、安诚财险、人保寿险、友邦人寿等4家保险公司存在的偿付能力数据不真实问题。', '2023年人民银行系统要综合运用多种货币政策工具，保持流动性合理充裕。多措并举降低市场主体融资成本。支持恢复和扩大消费、重点基础设施和重大项目建设。']",65.0,0.0025544058195257
2023-02-15,"['【金融街发布】财政部负责人就《关于进一步加强财会监督工作的意见》答记者问', '【金融街发布】证监会就境外持牌机构非法跨境展业规范整改情况答记者问', '【金融街发布】外汇局：我国跨境资金流动稳定 境内外汇供求保持基本平衡', '【金融街发布】银保监会：2022年四季度末我国银行业金融机构本外币资产总额同比增长10.0%', '【金融街发布】央行金融市场工作会议：完善支持普惠小微、绿色发展、科技创新等政策工具机制']","['财政部负责人表示，从严从重查处影响恶劣的财务舞弊、会计造假案件，强化对相关责任人的追责问责。加强对国有企业、上市公司、金融企业等的...', '证监会表示，绝大部分证券公司正在积极落实相关整改要求，停止了违规新增开户。相关证券公司及其境外子公司能够全面准确理解监管要求，依...', '国际货币基金组织预期今年中国经济仍将是拉动全球经济的主要引擎，人民币资产吸引力进一步增强，跨境资金流动保持稳定的基础更加稳固。', '银保监会发布数据，2022年四季度末，银行业金融机构用于小微企业的贷款（包括小微型企业贷款、个体工商户贷款和小微企业主贷款）余额59.7万...', '会议指出，要提高金融服务扩大国内需求和建设现代化产业体系的能力，支持加快构建新发展格局。做好政策性开发性金融工具、设备更新改造专...']",68.0,0.0025669413285227
2023-01-30,"['【金融街发布】财政部：统筹财政收入、财政赤字、贴息等政策工具 适度扩大财政支出规模', '【金融街发布】银保监会：2022年第三季度接收并转送银行业消费投诉75627件', '【金融街发布】银保监会：鼓励财险业各公司积极为专精特新等领域提供专业化风险减量服务']","['2023年，财政部将坚决贯彻党中央、国务院决策部署，按照中央经济工作会议要求，坚持稳字当头、稳中求进，加力提效实施积极财政政策，保持必要...', '银保监会发布通报指出，中国银保监会及其派出机构2022年第三季度共接收并转送银行业消费投诉75627件；共接收并转送保险消费投诉32726件。', '《意见》提出，各公司应当根据自身条件研究制定风险减量服务总体规划，逐步探索推进。鼓励各公司加强内控管理、人才建设、信息化建设，创新科...']",72.0,0.0025782973058003
2023-03-15,"['【金融街发布】外汇局：2月份货物贸易涉外收支顺差259亿美元', '【金融街发布】人民银行召开2023年金融稳定工作会议', '【金融街发布】人民银行：2022年末金融业机构总资产419.64万亿元', '【金融街发布】外汇局：深化外汇领域改革开放 持续推进跨境贸易和投融资便利化', '【金融街发布】人民银行：加大对民营小微企业支持力度 继续推进民营企业债券融资支持工具']","['国家外汇管理局数据显示，2月份，银行结汇和售汇规模基本相当，企业、个人等非银行部门涉外收支更趋平衡。', '会议总结2022年金融稳定工作，分析当前金融形势，部署下一阶段金融稳定工作。', '据人民银行初步统计，2022年末，我国金融业机构总资产为419.64万亿元，同比增长9.9%；金融业机构负债为382.33万亿元，同比增长10.3%。', '国家外汇管理局局长潘功胜主持召开党组（扩大）会议，会议要求，要深化外汇领域改革开放，持续推进跨境贸易和投融资便利化，以中小微企业为...', '会议强调，加大对民营小微企业支持力度，进一步解决好民营小微企业融资问题。继续推进民营企业债券融资支持工具，支持民营企业合理债券融...']",78.0,0.0026266776798742
2023-04-12,['【金融街发布】银保监会发布2022年度保险公司偿付能力风险管理评估结果'],['整体看，70家公司平均得分77.44分，较之前评估上升1.41分。人保集团、太保集团、平安保险集团和中华联合集团4家集团公司是首次评估，其余66...'],83.0,0.0026417771672527
2023-02-20,"['【金融街发布】银保监会：支持山东打造国家级先进制造业集群', '【金融街发布】中国证券投资基金业协会发布《不动产私募投资基金试点备案指引（试行）》', '【金融街发布】证监会启动不动产私募投资基金试点 支持不动产市场平稳健康发展', '【金融街发布】人民银行召开2023年金融消费权益保护工作会议', '【金融街发布】证监会组织开展全面实行股票发行注册制投资者教育专项活动', '【金融街发布】银保监会：2023年财险业将继续处于良好发展的战略机遇期']","['银保监会办公厅发布《银行业保险业贯彻落实〈国务院关于支持山东深化新旧动能转换推动绿色低碳高质量发展的意见〉实施意见》，明确优化先进...', '中国证券投资基金业协会发布《不动产私募投资基金试点备案指引（试行）》，自2023年3月1日起施行。', '为进一步发挥私募基金多元化资产配置、专业投资运作优势，满足不动产领域合理融资需求，近日，证监会启动了不动产私募投资基金试点工作。', '人民银行16日召开2023年金融消费权益保护工作会议。会议总结2022年金融消费权益保护工作，分析当前形势，安排部署2023年重点工作。', '2月20日，证监会启动“全面注册制，改革向未来”投资者教育专项活动，引导投资者客观看待和理解全面实行注册制的意义和作用，理性参与投资。', '2023年财险业将继续处于良好发展的战略机遇期，要坚定信心，保持定力，坚持“稳增保障、控降风险、保险为民”，着力开展“保险增量、风险减量”行...']",89.0,0.0026487612157258
2023-12-01,"['【金融街发布】人民银行制定银行间市场债券估值业务管理办法', '【金融街发布】北交所启动公司债券发行承销业务', '【金融街发布·机构研究】《证券公司服务高水平科技自立自强实践报告及典型案例汇编（2019-2023）》等两项报告发布']","['中国人民银行对银行间债券市场估值业务进行监督管理。', '', '由中国经济信息社与北京金融街服务局联合打造的“金融街发布”平台将汇聚来自金融监管部门、金融机构、科研院所、行业协会等机构的最新研究成果、一线调查以及深耕市场的精准洞见进行发布，搭建思想交流平台，为我国金融业高...']",90.0,0.0026552090695996
2023-10-20,"['【金融街发布】证监会修订指引鼓励现金分红 加强对异常高比例分红企业的约束', '【金融街发布】证监会：将公募REITs试点资产类型拓展至消费基础设施', '【金融街发布】国家外汇管理局：人民币汇率在全球货币中表现稳健', '【金融街发布】中国人民银行、国家金融监督管理总局印发《系统重要性保险公司评估办法》', '【金融街发布】正式文件出炉 企业债整体纳入公司债监管框架', '【金融街发布】证监会发布关于企业债券过渡期后转常规有关工作安排']","['本次现金分红规则修订主要思路是在坚持公司自治的基础上，鼓励公司在章程中制定明确的分红政策，稳定投资者分红预期；便利公司中期分红实...', '证监会发布《关于修改〈公开募集基础设施证券投资基金指引（试行）〉第五十条的决定》，将公募REITs试点资产类型拓展至消费基础设施，自发布之...', '国家外汇管理局统计数据显示，2023年9月，银行结汇12705亿元人民币，售汇13669亿元人民币。2023年1-9月，银行累计结汇117061亿元人民币，累...', '其中提出，对参评保险公司系统重要性进行评估，识别我国系统重要性保险公司，每两年发布系统重要性保险公司名单，对系统重要性保险公司进...', '《管理办法》和《24号准则》向社会公开征求意见后，市场各方广泛关注，总体赞同修订的基本思路和调整内容，并提出了一些具体修改建议。证监会经认真研究，吸收采纳了相关意见建议。', '证监会20日发布关于企业债券过渡期后转常规有关工作安排的公告称，按照统一公司债券和企业债券、促进协同发展的思路，将企业债券纳入公司债券管理体系，着力发挥债券市场功能，更好服务实体经济高质量发展。']",94.0,0.0026800679741092
2023-04-07,['【金融街发布】3月末我国外汇储备规模为31839亿美元'],['2023年3月，受主要经济体货币政策及预期等因素影响，美元指数下跌，全球金融资产价格总体上涨。在汇率折算和资产价格变化等因素综合作用下...'],100.0,0.0027166561729181
2023-12-25,['【金融街发布】财政部：今年前十一个月全国共发行新增地方债券45465亿元'],['1-11月，全国共发行地方政府债券91418亿元，其中一般债券32878亿元、专项债券58540亿元。同期，共发行新增债券45465亿元，其中一般债券6831亿元、专项债券38634亿元。'],108.0,0.0027451635486658
2023-06-30,"['【金融街发布】李云泽：支持恢复和扩大有效需求 全力以赴推动经济持续回升向好', '【金融街发布】外汇局：一季度我国外债规模有所回升 结构保持基本稳定', '【金融街发布】人民银行：精准有力实施稳健的货币政策 搞好跨周期调节', '【金融街发布】财政部、国家税务总局：对烷基化油（异辛烷）按照汽油征收消费税', '【金融街发布】9个区域性股权市场入选第一批“专精特新”专板建设方案备案名单', '【金融街发布】人民银行增加支农支小再贷款、再贴现额度2000亿元', '【金融街发布】中国人民银行增加支农支小再贷款、再贴现额度2000亿元 进一步加大对“三农”、小微和民营企业金融支持力度', '【金融街发布】外汇交易中心发布Libor终止后的新旧基准利率平稳更替安排', '【金融街发布】证监会公示“专精特新”专板建设方案备案名单（第一批）']","['李云泽指出，要稳慎化解存量、坚决遏制增量，有力有效防范化解重点领域金融风险。支持恢复和扩大有效需求，全力以赴推动经济持续回升向好。', '王春英预计，未来我国外债规模将继续保持稳定。随着主要发达经济体货币政策紧缩节奏放缓，有关外溢影响将逐步减弱。同时，我国坚持稳中求进...', '会议要求，深化金融供给侧结构性改革，引导大银行服务重心下沉，推动中小银行聚焦主责主业，支持银行补充资本，共同维护金融市场的稳定发展...', '为促进成品油行业规范健康发展，根据《财政部 国家税务总局关于提高成品油消费税税率的通知》（财税〔2008〕167号），财政部、国家税务总局公告了符合《成品油消费税征收范围注释》规定的部分成品油消费税政策执行口径。', '北京股权交易中心、浙江省股权交易中心、江西联合股权交易中心等9个区域性股权市场入选第一批“专精特新”专板建设方案备案名单。', '中国人民银行决定增加支农支小再贷款、再贴现额度2000亿元，其中，支农再贷款、支小再贷款、再贴现分别增加额度400亿元、1200亿元、400亿元，...', '支农再贷款、支小再贷款、再贴现分别增加额度400亿元、1200亿元、400亿元，调增后额度分别为8000亿元、17600亿元、7400亿元。', '美元伦敦同业拆借利率将于2023年6月30日后终止报价，中国外汇交易中心将于2023年7月3日起，终止挂钩旧基准利率相关产品交易，调整相关产...', '30日，证监会公示“专精特新”专板建设方案备案名单（第一批）。']",115.0,0.0027666409275175
2023-12-15,"['【金融街发布】证监会：放宽回购条件触发门槛 增设一项回购条件', '【金融街发布】证监会：鼓励上市公司增加现金分红频次 督促公司在章程中细化分红政策', '【金融街发布】国家外汇局：11月银行结汇12412亿元人民币 售汇14173亿元人民币', '【金融街发布】国家外汇局：2024年将重点抓好外汇领域高水平对外开放的有序扩大等方面工作', '【金融街发布】银行间外币对及外币货币市场交易时间调整至7:00-次日3:00', '【金融街发布】人民银行：2023年三季度末金融业机构总资产452.82万亿元', '【金融街发布】国家外汇局：在上海、江苏、广东、北京等地扩大实施跨境贸易投资高水平开放政策试点', '【金融街发布·机构研究】新华财经绿色金融信息服务系统发布']","['证监会修订发布《上市公司股份回购规则》，对部分条款予以优化完善。', '证监会发布《上市公司监管指引第3号——上市公司现金分红（2023年修订）》等规范性文件，鼓励上市公司增加现金分红频次，引导形成中期分红习惯...', '统计数据显示，2023年11月，银行结汇12412亿元人民币，售汇14173亿元人民币。2023年1-11月，银行累计结汇140988亿元人民币，累计售汇145913...', '2024年外汇管理部门要聚焦经济建设这一中心任务和高质量发展这一首要任务，坚持稳中求进、以进促稳、先立后破，更好统筹高质量发展和高水...', '银行间外币对及外币货币市场交易时间调整至7:00-次日3:00，外币对市场包括即期、远期、掉期、货币掉期和期权等交易品种，外币货币市场包括...', '据人民银行初步统计，2023年三季度末，我国金融业机构总资产为452.82万亿元，同比增长9.5%；金融业机构负债为413.3万亿元，同比增长9.7%。', '国家外汇管理局决定在上海市、江苏省、广东省（含深圳市）、北京市、浙江省（含宁波市）、海南省全域扩大实施跨境贸易投资高水平开放政策试点，...', '新华财经绿色金融信息服务系统旨在推动社会经济绿色低碳化转型，为金融机构、地方政府、企业等用户提供一站式绿色金融信息化解决方案，有效解决绿色金融发展过程中普遍遇到的“绿色业务识别难”“环境效益核算难”“环境风险...']",118.0,0.0027813432738647
2023-05-30,['【金融街发布】国资委就《中央企业债券发行管理办法》释疑'],['国资委制定印发了《中央企业债券发行管理办法》，适应债券市场发展实际，优化管理范围，将债券发行管理范围扩充为企业在各类债券市场发行的...'],123.0,0.0027967565388774
2023-06-01,['【金融街发布】财政部今年将在香港发行300亿元人民币国债'],['2023年财政部将在香港特别行政区发行300亿元人民币国债。人民币国债分四期发行，规模分别为120亿元、60亿元、60亿元、60亿元。'],125.0,0.0028091483085899
2023-11-30,[],[],126.0,0.0028120509736543
2023-06-15,"['【金融街发布】人民银行上海总部：5月新增7家境外机构主体进入银行间债券市场', '【金融街发布】外汇局：5月银行结售汇、企业和个人等非银行部门跨境收支均呈现顺差']","['截至2023年5月末，境外机构持有银行间市场债券3.19万亿元，约占银行间债券市场总托管量的2.5%。从券种看，境外机构的主要托管券种是国债，...', '国家外汇管理局副局长、新闻发言人王春英表示，5月，银行结售汇、企业和个人等非银行部门跨境收支均呈现顺差，规模分别为33亿和19亿美元。综...']",130.0,0.0028246626414589
2022-02-23,[],[],135.0,0.0028379456728362
2023-11-07,"['【金融街发布】人民银行：持续疏通金融市场资金进入实体经济的渠道 进一步优化融资结构和资金供给结构', '【金融街发布】外汇局：10月末我国外汇储备规模为31012亿美元']","['一是持续疏通金融市场资金进入实体经济的渠道，进一步优化融资结构和资金供给结构。二是以全面加强监管、防范化解风险为重点，进一步完善...', '']",138.0,0.0028616428503632
2023-10-25,['【金融街发布】金融监管总局：符合条件的保险公司可以经营专属商业养老保险'],['《通知》对保险公司经营条件提出了较高要求，明确所有者权益不低于50亿元且不低于公司股本（实收资本）的75%，偿付能力充足率、责任准备金覆...'],146.0,0.0029022320375691
2022-08-16,[],[],147.0,0.0029036266466353
2022-10-17,[],[],149.0,0.0029154816872031
2022-09-14,[],[],152.0,0.0029298492344969
2022-12-30,"['【金融街发布】证监会：符合条件的已境外上市红筹企业豁免适用《科创指引》关于营收指标的规定', '【金融街发布】两部门：1月3日起外汇市场交易时间延至次日凌晨3点', '【金融街发布】中国人民银行货币政策委员会召开2022年第四季度例会', '【金融街发布】人民银行：加大稳健货币政策实施力度 着力支持扩大内需', '【金融街发布】中国证监会推进富途控股、老虎证券非法跨境展业整治工作', '证监会就《期货市场持仓管理暂行规定（征求意见稿）》公开征求意见', '【金融街发布】中国证券投资基金业协会就《私募投资基金登记备案办法（征求意见稿）》及配套指引公开征求意见', '【金融街发布】国家外汇管理局：2022年11月中国外汇市场总计成交19.80万亿元人民币', '【金融街发布】银保监会：拟将信托业务分为三大类25个业务品种']","['证监会对《科创属性评价指引（试行）》进行了修订，增加符合条件的已境外上市红筹企业豁免适用《科创指引》关于营业收入指标的规定。', '中国人民银行和国家外汇管理局发布公告称，自2023年1月3日起将延长银行间外汇市场交易时间，由9:30-23:30调整至为9:30-次日3:00。包括人...', '中国银行表示，将深化汇率市场化改革，增强人民币汇率弹性，引导企业和金融机构坚持“风险中性”理念，优化预期管理，保持人民币汇率在合理均...', '会议认为，加大稳健货币政策实施力度，要精准有力，发挥好货币政策工具的总量和结构双重功能，增强信心，攻坚克难，着力稳增长稳就业稳物价，...', '据证监会30日消息，近年来，富途控股、老虎证券未经证监会核准，面向境内投资者开展跨境证券业务，根据《证券法》等相关法律法规，其行为已构...', '为切实做好《中华人民共和国期货和衍生品法》贯彻落实工作，证监会起草了《期货市场持仓管理暂行规定（征求意见稿）》，现向社会公开征求意见。', '中国证券投资基金业协会对《私募投资基金管理人登记和基金备案办法（试行）》进行修订，更名为《私募投资基金登记备案办法》，并起草配套指引，...', '国家外汇管理局统计数据显示，2022年11月，中国外汇市场总计成交19.80万亿元人民币。', '《通知》明确信托业务分类标准和具体要求。将信托业务分为资产管理信托、资产服务信托、公益/慈善信托三大类，并在每一大类业务下细分信托业...']",154.0,0.0029373778174493
2023-02-01,"['【金融街发布】一文速览！证监会就“首次公开发行股票注册管理办法”等15份规范性文件公开征求意见', '【金融街发布】全面实行股票发行注册制改革正式启动 核心要点来了！', '【金融街发布】证监会就全面实行股票发行注册制主要制度规则向社会公开征求意见', '【金融街发布】证监会：全面实行股票发行注册制改革正式启动', '【金融街发布】证监会有关部门负责人就全面实行股票发行注册制答记者问', '【金融街发布】人民银行：全国共有小额贷款公司5958家 贷款余额9086亿元 全年减少337亿元']","['2月1日，中国证监会就全面实行股票发行注册制涉及的《首次公开发行股票注册管理办法》等主要制度规则草案公开征求意见。', '2023年2月1日，全面实行股票发行注册制改革正式启动。《首次公开发行股票注册管理办法》《上市公司证券发行注册管理办法》等规则已向社会公...', '中国证监会就全面实行股票发行注册制涉及的《首次公开发行股票注册管理办法》等主要制度规则草案向社会公开征求意见\u200b。', '证监会2月1日发布《关于全面实行股票发行注册制前后相关行政许可事项过渡期安排的通知》\u200b，2023年2月1日，全面实行股票发行注册制改革正式...', '据证监会网站2月1日发布信息，证监会有关部门负责人就全面实行股票发行注册制答记者问。', '截至2022年12月末，全国共有小额贷款公司5958家。贷款余额9086亿元，全年减少337亿元。']",155.0,0.0029398744762766
2022-07-20,[],[],160.0,0.002959800657007
2023-05-05,"['【金融街发布】深交所发布两项公司债券信息披露业务指引', '【金融街发布】人民银行：“北向互换通”下的交易将于5月15日启动', '【金融街发布】人民银行召开2023年巡视巡察工作会议暨巡视动员部署会', '【金融街发布】上交所修订发布公司债券存续期信息披露业务指引']","['两项指引完善了增信主体、受托管理人等信息披露要求，进一步督促相关市场主体归位尽责。', '初期，全部境外投资者通过“北向互换通”开展利率互换交易在轧差后的名义本金净额每日不超过人民币200亿元；上海清算所与场外结算公司之间...', '会议强调，人民银行系统各级党组织要落实好巡视巡察主体责任，科学规划好今后五年巡视巡察工作蓝图，健全巡视巡察上下一盘棋格局，推进巡...', '新增可能导致公司信用类债券加速清偿、成立金融机构债权人委员会等披露事项；明确公司债券价格下跌或者发生异常波动情形的核查与披露要求；简化与信用风险关联度较低事项的披露要求，如提高新增借款、新增担保和重大投资...']",167.0,0.0029880368920843
2023-03-30,['【金融街发布】国家外汇管理局公布2022年末中国银行业对外金融资产负债数据'],['2022年末，我国银行业对外金融资产15186亿美元，对外负债13522亿美元，对外净资产1665亿美元。'],173.0,0.0030117858714387
2021-05-25,[],[],176.0,0.0030176857233713
2023-06-20,"['【金融街发布】交易商协会：发行人应主动维护市场公平竞争秩序 审慎调整簿记建档利率区间', '【金融街发布】人民银行：一季度银行卡交易金额同比增长10.57%']","['发行人应主动维护市场公平竞争秩序，不得有通过综合业务合作等方式干扰发行定价、违背市场化原则违规指定发行利率（价格）等情形。', '据人民银行消息，一季度，银行卡交易业务量明显增长。全国共发生银行卡交易71118.39 亿笔，金额292.90万亿元，同比分别增长18.75%和 10.57%...']",180.0,0.0030324303757723
2023-03-20,['【金融街发布】人民银行：2022年末银行卡授信总额同比增长5.34%'],['报告显示，截至2022年末，银行卡授信总额为22.14万亿元，同比增长5.34%；银行卡应偿信贷余额为8.69万亿元，同比增长0.85%。'],183.0,0.0030477501360359
